"text"	"prediction"
"Vou ver o TUF agora, sei q não vai ter beijo gay, é programa de família! "	1
"Claro assim como um narrador precisa ser ex jogador pra entender de futebol rsrs "	1
"Tão simples! Romário de presidente E técnico da seleção! O Brasil ganha a copa e tudo volta a ser como era antes! , mas vaiRomario!"	1
"Atitudes dessas, só te ficam bem "	1
"MP que autoriza saque do FGTS corre risco de não ser votada  economia"	0
"Seja um estagiárioGSK de Vendas, para Consumo de SãoPaulo, Inscreva-se em  Administração Marketing Economia "	0
"O jovem,  na escola pública,  está com uniforme certo para jogar rugby.    "	1
"Legalizar el blog ha sido realmente fácil ironía "	1
"Preguiça**** KKKKKKKKKKKKKK TCHAU  "	1
"Anúncios na Radio do Complemento Solidário para Idosos, ou como se as política com o dinheiro do Estado. CostaBem "	1
"Brasil é visto como segundo maiscorrupto em lista de 63 países  economia"	0
" nossa. Q daora! Tenho mais de 7 anos no Twitter e não sabia para que servia meu  "	1
"eu guardo mto rancorrrrrrr "	1
"E vc tbm tava certo  "	1
"Ai eu retribui um boatarde por um ApazPaator, e acham ruim como se tivesse usando de . Acho q manifestou ali kkkkkk"	1
"Quanto foi o jogo da seleção hoje?  alienado"	1
"Ainda bem que com R$1 bi o Rio Doce vai ressuscitar!   "	1
"Logo o Cecil? Não podia ser um desconhecido?  hipocrisia"	1
"Tarde maravilhosa para ficar em casa sem fazer nada.   :'("	1
"@GreicyColoradaa Pois é esse é o onus das férias muito ócio & pouca coisa pra fazer eai tu ja ta te preparando pro fim do mundo???!!kkkk"	1
"Gostei de um vídeo   PLANA - Aprenda como descobrir novos planetas!! "	1
"quero muito ser ativa nas redes sociais. hahahahahaha "	1
"Economia: Inadimplência no Brasil cresce 1,31% em maio, diz pesquisa "	0
"nossa tô morrendo de rir, Q ENGRAÇADO humor "	1
"Moody’s põe nota do Brasil em observação, com possibilidade de rebaixamento economia  via "	0
"Um homem que também vai passar no caixa... ele tava acompanhando a esposa? :(  foratemer temermachista temernãosabenemfazercompras"	1
"Secretário da Fazenda fará prestação de contas na próxima segunda  notícias Economia "	0
"Que lindo LunesDeTormentas  MuyLunes"	1
"Metade da turma veio para a rua porque nao tinha manual, e eu tinha que me esquecer logo hoje, que pena "	1
"E' ora dell'intervallo!scuola satira  corvorossomag corvorosso "	1
"A professora e sempre a última a chegar kkk "	1
"...sou Eu......e voce nem responde.....que  amiga...!!! RR RT TT "	1
"Economía Agricultura urbana estima aportar 320.000 toneladas de alimentos en 2017 "	0
"  kkkkk pessoas que não entendem."	1
"Parabéns Brasil, Bicampeão em tirar o presidente q vocês mesmos elegeram, só tem inteligente nessa porra! "	1
"Que va. Para nada.  "	1
"lugarzinho ruim esse, hein? "	1
"A Cara do Pai"" nem estreou e já tá me dando sono ver esses protagonistas que mal aparecem na TV, né?   veneno"""	1
" antecipa saque do FGTS para nascidos em setembro, outubro e novembro:  Noticias Brasil Economia Politica"	0
"Trabalhar domingo! Melhor coisa."	1
"faço isso o tempo todo... Como não tenho irmão, espanco meu primo. "	1
"Se eu tivesse aula eu iria estar bem acordado, aposto..."	1
"Sacanagem o bombom que minha princesa me deu...Não sei se começo a rir ou choro! Kkkdestino? ? coisasdavida? "	1
" nem se eu comentar muuuuito linda! ""? """	1
"e a primeira, pra ficar bom, é um dia antes do meu aniversário, logo de geografia. Nossa como eu ADORO geografia "	1
"Jornal NotíciasCAPA do OGLOBO desta TERÇA-FEIRA (23).Minutomt Tecnologia TV Internet MatoGrosso Amazonia Economia "	0
"VOu adorar este verao "	1
"Hoje será dia encontrar os garotos kiwis"": peludos por fora e frutinhas por dentro. """	1
"contando che é da stamattina che sto provando ad avere assistenza credo che si possa definire assistenza immediata"" """	1
"faltou  . A interpretação de texto é para a minoria, infelizmente."	1
"Amanhã sair às 18h outra vez, vai saber mesmo bem ... "	1
" Mas isto não é só feito pelos políticos do partido da atual presidente do país? "	1
"Que vergonha, viraremos Cuba.  "	1
"Come�a estudo para re�so de �gua do esgoto ceara pecem agua cagece  economia via "	0
"Deve ser intriga dos golpistas ...  paz"	1
"não consigo com gente que faz post no facebook e coloca coisas tipo Irônia pra esclarecer que não está falando sério"	1
"Ué? A  não era uma santa!?!?!? "	1
"Minha cara quando a pessoa não entende a !!! "	1
"UFES Revoltz: Confissão de fé agora é proibido em local público, logo onde!?  "	1
"Grandissimo  diversamentesadico 50sfumaturedigrigio "	1
"Economia Salário mínimo no Santander Totta sobe para 1200 euros  Em "	0
"Alguém viu o Gilmar Mendes criticar os malucos que pediram intervenção militar? "	1
"Segundo o STF agora a gestação de um ser humano tem duração de 6 meses, certo? aborto STF mulher gravidez "	1
"Hoje a Leonor não fala do Porto no tt, estou admirado "	1
"TUDU BLACK BLOCK!!! KADE O CHOQUE PRA DAR BORRACHADA NESSES BADERNEIRO? "	1
"Tenho um exame amanhã e só estudei o que tinha que fazer hoje "	1
" pues sí que estará mal João... "	1
" aiinn obrigadoooo/ Matheus  kkkkk"	1
"A inteligência artificial e o futuro incerto do trabalho""  economia feedly"""	0
"adorei quando a pessoa veio falar comigo cc a dizer q eu tinha de ser mais direto "	1
" o que me diz sobre a petrobrás? ...dilma diz q investiga ...só que os ladrões são petralhas "	1
"Lo que faltava per veure  Dominical"	1
"Brasil é realmente uma pátria mãe... Tirou o almoço da Dilma mas manteve a sobremesa.  impeachment tchauQuerida"	1
"Que elenco forte esse do palmeiras. "	1
"Estreno Ironía de  de CamaIncendiada "	1
"Bacana. Tutorial de como se mata pessoas com a técnica do microondas. Baseado na teoria do filme Tropa de Elite. sqn   Babilônia"	1
"Flamengo nessa situação e o Tabet ganhando dinheiro no Silvio Santos ...lamentávelPaz"	1
"Economia Governo anuncia novas obras feitas com os pés assentes no chão""  Em """	0
"CBF confirma realização da última rodada! Parabéns. "	1
"Hoje vou fazer merchan da  na live de hoje, coisa que eles precisam muito   PatrocinaEu"	1
"Mais uma vez o D'Ale deixou uma resposta em aberto. Afinal, o copo quebrou ou não? "	1
"Concordo! E o mais louco é q Dunga é td menos bunda mole.  "	1
"Iremos tranquilos para Vila. Nosso mala e inoperante 10 está suspenso. Então tá tranquilo, ta favorável. "	1
"Chamadas deixam de ser a principal fonte de renda das operadoras  / telecom telefonia empresas economia celular"	0
"Tal de Osorio com suas invenções e rodízios era um problema mesmo. Seus corneta do inferno"	1
"CroPor la esta os comentadores a serem imparciais no que toca a clubes "	1
"RT @_itsmebeatriz: Piadas sobre o fim do mundo mais patéticas do que a típica piada do ""É pavê ou pa cumê?"" ¬¬ fala sério né galera!"	1
"Entendi errado o ?  diante da nossa proximidade da barbárie nos presídios e muito longe dos ideais da luz da razão? "	1
"Sexta, fim do mundo, tem @_zecaetano  no Rosário - foi?! @gisawdias @samara_ancheta"	1
"Jantar a esta hora torna as quartas-feiras ainda melhores. "	1
"Ei torcida do  vamos parar de criticar a diretoria e o Chamusca, tá bom?! Eles ficam chateados, ok?"	1
"Tar em casa com a minha irmã é do melhor "	1
"Nada fotogénica , até abre o olho para a foto!  "	1
"E se juntar uma atitude A com um discurso B = 1/A, melhor ainda. Incongruências, irracionalidade, contradições. Super fico atraída."	1
"Quando eu acho que tá bom. Vem a vida e me mostra que pode ficar melhor hahahaha. "	1
"mas tudo vai melhorar... zago chamou o Roberson  "	1
"Quando vc pensa que a pessoa é rica, a banheira é do motel kkkkkk "	1
"TÃO EU !!!   regram diva divas humor piada  sarcastica ironica … "	1
"Economia: Conta de luz pressiona inflação, diz FGV "	0
" vete a Cuba concariño "	1
" Fui no blog do Reinaldo Azevedo e no sistema de busca digitei Beto Richa. A ultima coluna sobre o tucano é de 13/09/11.Pq será?"""	1
" e cunha com certeza vai aceitar. Alias, qualquer pedido d impeachment contra temer sera aceito por cunha, isso todo mundo sabe "	1
" tem que botar  piadasJuzao pra todo mundo entender"	1
"vida! "	1
"Deve ser constrangedor para um time tão grandioso quanto o Palmeiras perder para um time pequeno como o Grêmio, né? "	1
"LAutunnoAddosso e il mare dentro.   "	1
"Tudo modinha Tudo simpatizantes  "	1
"Ahhhh que pena, tava loca pra ver ele em campo... sqn  "	1
"Esta começando o fim do mundo!!!"	1
"Quem canta seus males espentar hahaha adoro boatarde solalmeida SolIronica  gooday… "	1
"Ainda bem que surgiu a oposição do Fábio Jr. no Grêmio. Agora vai."	1
"Se o carro estava desgovernado, a culpa é do carro. É quando o carro fala sai daqui"" e vai sozinho! (2/2)  NãoFoiAcidente TVMerda"""	1
"já encontraste?"" ups cuidadocomoescapamento emoção maleducada  cheiramal naosoueu… """	1
"A culpa é do cheirinho com isso crise no São Paulo. Rogério pode cair graças a esse cheirinho. bbdebate  teamceni"	1
" Obrigação da diretoria era olhar a previsão do tempo e marcar a apresentação para uma dia sem chuva. Absurdo! "	1
"Não adianta calar e isolar o Maranhão, somos milhões de Maranhões!Não vai ter golpe "	1
"Realmente o mundo precisava disso.  "	1
"A vida fode com todo mundo... Ainda bem que existe a morte para fuder com a vida  Irônia"	1
" Ele quer dominar o mundo "	1
"Vox Populi. Dilma com 52. Aécio com 48.  pronto acabou o Brasil. "	1
"Eu olho umas fotos minhas antigas e penso: eu era corajosa () e burra (verdade)"""""	1
"Empresarials, arquitectura, tècnic, enginyer, agrònoms, economia. estudiants d'universitatscatalanes, inscriviu-vos al Pràcticum!"	0
"Sorte é a palavra que define a minha vida "	1
" foi uma "	1
"Nossa como o Pânico anda criativo cara. Como ninguém pensou em entrevistar alguém no carro? "	1
"¿Os acordaís de esto? Bancos, una oportunidad histór  elnuevoparquet, bolsa,economía, forex, remember, oldpost"	0
" e  riem dessa  cínica da sociedadeFabiana morena."	1
"Confirmo  "	1
"O pessoal da CBV tá de parabéns,  ótimo trabalho "	1
"machismomata  - Machismo torna furacões com nome de mulher mais letais, aponta estudo - "	1
"Pauta da mídia hoje: Dilma financiou o ISIS para atacar a Bélgica a fim de mudar o foco da mídia pró impeachment. "	1
"Patrícia Amorim  "	1
"Ola eu sou uma lagartixa e estou bueda feliz k marcarem um penalte contra o benfica agora vou chorar adeus carregabenfica "	1
"O Mundo não terminou, então, o fim mês, que é o fim do mundo em parcelas, vou de mega da virada, alguém vai acertar, E esse cara sou eu!!"	1
"EUA aplica sanções a empresas russas por Coreia do Norte  economia"	0
" . Parabéns Demi. Seu álbum é excelente. Que bom que você pegou o 2 da ://twitter.com/rafinhabastos/status/658676177167601670 …"	1
"Economia OCDE vê Portugal a crescer mais de 2% este ano  Em "	0
"1maggio o festa dei lavoratori (n=33)drzap ridere battute freddure umorismo humour humor  satira"	1
"economia, não é bem assim ForaTemerO resultado positivo aconteceu graças a um crescimento de 13,4% da..."""	0
" aproveita pq amanhã acaba"" a Democracia e ninguém vai poder usar internet livre """	1
"Vou fazer o esforço "	1
"Vols dir? No siguis conspiranoic Ens estimen massa Mai o farien  "	1
" vai dizer que não gostou da parte que ela puxa o cara pelos cabelos e joga bebida goela abaixo?  "	1
"Deixar de fora o Márcio Araújo é inacreditável.  cc  ://twitter.com/_rodrigomattos_/status/767808349492678656 …"	1
" é sério que Vossa Excelência patrocina mídias evangélicas? E corta outras por interesse público? "	1
"Ai vc abre o pote de sorvete e era feijão :'( irônia hahaha EMABiggestFans1D"	1
": vê, e ouvir, palestrante sem Graduação, e não trabalha; falando sobre trabalho  para quem está Graduado, e ou graduando-se!"	1
"otimo amigo nao haja dúvida! ! "	1
"Como é bom ter amigos sempre prontos a nos ajudar  "	1
"serio ou ?"	1
"  um brinde( ) a mais uma dessas barbaries dessas torcidas , parabéns aos brigoes q deixam mais uma familia em luto."	1
"RT ""@daniocampo: Enquanto vcs ficam aí especulando o fim do mundo, uma boyband pode estar se formando!! #CoisasRuinsAcontecemTodoDia"""	1
"Obrigado, SIA, por estar sempre funcionando bem"" quando se mais precisa!   """	1
"Gesner Oliveira: Cenário com Temer é o melhor para a economia  Economia"	0
"Zebra do dia !!! Rio2016"	1
"Amanhã, só de birra, a Dilma vai pegar o dinheiro da poupança de todo mundo. "	1
"Supermercados: Consumidor goiano aproveita promoções em inaugurações   Economia Atacarejos Consumidor"	0
"Se não me dissessem isso, nem imaginaria  "	1
"Naaaaa é porque estamos a dar volta e o país está muito melhor  RT : anodeeleições"	1
"e a culpa do Massa não conseguir pódio é da Williams DE NOVO. Coitado do Massa, sempre sacaneado pelas equipes onde corre USGP "	1
"Como se diz no jargão criminal,  A liberdade vai cantar""Será........"""	1
"RT @camiyacortez: @Will__Martins se Deus for brasileiro ele vai deixar ""pra amanhã"" o fim do mundo... kkkkkkk"	1
"Oh, la gemela. Que sorpresa  MasterChef"	1
"Nooofaaa precisa ser gênio né p saber q locais c gde concentração de pessoas é um possível alvo  "	1
"Pela anistia ao crime de invadir Brasília e sentar o sarrafo na corja de corruptos.  paz sqn"	1
"Intercâmbio entre Bahia e Moçambique visa fortalecer agricultura  Economia "	0
"Sabe quais são os dez países do mundo com maior IgualdadeDeGénero?  Economia"	0
"RT @Tche_Garotos: Kkkkkk isso ae fim do mundo nada!!! RT @gostouzao: A 00:00 o ceu vai abri e vai sai de la o tche garotos fazendo coisa boa"	1
"- pessoas que pensam que têm confianças quando não tem é outro nível lol "	1
"Sobre ufeiros e Projeto Redsun: depois de forjar o pouso na Lua, Kubrik pediu férias e tivemos q ir de verdade p/ marte "	1
"Isso mesmo soltem o Goleiro Bruno e mandem ele direto pro ,Ele e o Kassio vão matar o ataque adversário!  VaiCorinthians"	1
"Uma das poucas vezes q não coloquei cinto de segurança no banco de trás, sofro o acidente e fico todo dolorido....  estoubem"	1
"A moda agora é pau de tirar selfie? Eu achei que era de tirar selfie do pau, fiz merda hauhauh "	1
" Agua???? Que  es???"	1
"Frase de Alexia: merdas defecadas não voltam para o cool! bomdia "	1
"Acabou as férias, de volta aos trabalhos! backtowork análise military economia   … "	0
"Partiu lavar minha BMW e depois lavar o CAMARO. KKKKKKKKKK  "	1
"Monique tem uma consciência cívica que me impressiona.  Malhação"	1
"Como pode ? Você está tão longe, nem estar ligando pra mim . E ainda conseguir me abalar desse Jeito "	1
"RT @diegoguichard: ""ACABOU, ACABOU...."" RT @jrschuler: Eu queria que o Galvão Bueno narrasse o fim do mundo. Seria mais emocionante."	1
"Economia.País tem um milhão a mais de desempregados em três meses "	0
" Faltou o ."	1
"Consejo de queeeeee?? "	1
"Não mesmo!!!! Prfv!  palavrasironicas zueira   like4like love l4l thezueraneverends migas…"	1
" é  aparecer em última colocação no ranking de atividade dos senadores feito pela : "	1
" escreve aí  pro pessoal entender kkkk pelo discurso de Osorio esta semana, infelizmente ele parece decidido a sair."	1
"Queridos Deputados por favor não votem na Reforma Trabalhista, estou pedindo. Xoxo Gratidao maisamorporfavor  épiadacaraio"	1
"Não morri,mas obrigada pela preocupaçõ "	1
"Acho que vou ter que voltar a usar as hashtags  zueira sqnO hahahahaaa não está mais adiantando."	1
"EIe fez por amor a cidade. Iucro seria uma consequencia  "	1
" bom msm é higienizar né? Ser contra miséria e concentração d renda é coisa d vagabundo. teamDoria "	1
"É desse jeito mesmo que a tecnologia avança nesse país :) (y) brazil "	1
"Meirelles diz que governo não tem 'plano B' caso reformadaprevidencia não passe no Congresso. Economia "	0
"Bom pós-fim do mundo para todos!! Aproveitem!! Eu vou aproveitar o meu!! hahaha"	1
"Diário Kiko Machado  já saiu!  economia esporte"	0
"Tão bom não ser prioridade na vida da pessoa que é prioridade na sua "	1
"A votação está sendo em cadeia"" nacional? Pq nunca vi tanto bandido de vários lugares do Brasil! ... """	1
"Sem chance!! Não é o que você achou que era ...gestalt imagem   ... talvez isso nunca foi… "	1
"Economia - A instabilidade da economia mostrada pela gangorra da Selic. [fonte: Folha de SP] "	0
"Porque a cuspida dele, faz centenas de mulheres vítimas de estupros todos os dias.  "	1
"Tanta gente passando fome e os cara incentivando chuva de arroz... SuperStar "	1
"É q o Luis Mauricio tinha intimidade pra puxar a ex pelo cabelo.  BBB17 "	1
"Boa é a diretoria do cruzeiro, que anuncia T. Neves sem ter o contrato assinado. Ou o Anelka pelo Galo. "	1
"The latest Conexão Jornalismo!  esporte economia"	0
"By Ciro Pellicano...   ciropellicano merepresenta frasista  goodvibes "	1
"Ah, mas é do Partido que apoiou o impeachment da Dilma, então tá tudo bem...  "	1
"Escrevi no cigarro de um fumador. Ficou chateado porque disse que lho tinha estragado, que não ia fumar tinta. Tem medo que o mate? "	1
"EuQueriaEstar na escola  pleonasmo "	1
"Rede Walmart investe R$ 100 milhões em Pernambuco  walmart pernambuco economia "	0
"Visto che Jacopo non sorride mai,lo faccio sorridere io  JacopoTiVoglioBeneLoSai"	1
"Adorei a propaganda da  em que os brancos curtem a happy hour e o negro é garçom e os trata como reis"". """	1
"amo pessoas que vc manda mensagem elas não respondem love "	1
"Rede gLOBO dedica quase uma hora de transmissão as manifestações de hj...só gente linda..."	1
"Muito boa sensação, recomendo  "	1
"Eu Respiro Ciumes, E Transpiro  󾌾      BoaNoite, Educados Retribuem 󾌾󾮚󾁃"	1
"Ahhhh, um trecho eu entendi, agora só falta aquela parte que diz:  até o mundo acabar"" haha … """	1
"Adoro quando o meu avô me vem levantar os estores do quarto ás 9:30"	1
"Alma viva mais honesta do país! Tô falando do Maluf, ele não está na lista kkkk "	1
"...Você odeia que falem sobre vc, e vc vem me falar sobre perfeição... "	1
"+ de 49% d economia ThermaProHardcore Integralmédica Compare preços d suplementos e economize d verdade!"	0
"Deviam ter usado a tag  "	1
"Na SIC Not. estão a dizer que as desigualdades são culpa do Reagan e Thatcher. narrativas "	1
"Rogério Ceni já é o melhor técnico do Brasil. Nem precisa jogar. Nem precisa treinar. Nem precisa substituir. É incrível, uma lenda. "	1
"Não se deixe educar pelo estado  educação MEC Enem economia escolasempartido doutrinação"	0
"ahahhaha a minha prima sabes mais de relacionamentos que eu quem diria"	1
"Antigamente que era bom! Olha só a letra da música que eles ensinavam para os baixinhos no programa da... "	1
"Maria do Rosário perdeu meu respeito! Subserviência ao machismo inaceitável! Deve ter o grelo mole...   "	1
"Pagamento dos servidores do Estado acontece nesta terça (30) e quarta (31)  Economia "	0
"Amassa a cara do adversário e agradece a Deus... "	1
" - Marconi Perillo em visita as obras da nova sede da ALEGO concede entrevista a Imprensa Goiana falando de redução de gastos."	1
"não sei quem vem mas o técnico com melhor aproveitamento em 8 anos tem q sair. "	1
" QUE VAAAAA..... ironía"	1
"é uma importante contratação. "	1
": em Salvador BA, Taxistas bloqueiam Avenidas e trava a cidade; motoristas do Uber fazem doação de sangue, protesto diferente!"	1
"É o dia da liberdade, mas eu estou aqui fechada numa sala a estudar para um teste que vou ter esta semana "	1
"Meirelles descarta chance de retorno de política econômica de Dilma  economia"	0
"Premiooo! "	1
"Ambos fazem o jogo muito bem sempre tem uma câmera, até onde não teria eles arrumam, do que serve o show sem plateia  "	1
"A mulher tem fila pra transar com ela pagando, eu de graça é díficil aparecer alguém. SegundaDetremuraSdv TeSdvComSrTwitteiro "	1
"EstorilConferences. Joseph Stiglitz, nobel da economia diz que os números do défice impostos por Bruxelas não têm base económica."	0
"Tomei coragem e comprei um strappy bra, agora que fui comprar uma blusa ciganinha, não achei nenhum!!  moda triste"	1
"Pondé e Reinaldo Azevedo foram demitidos da Folha? "	1
"Vai ser uma tarde fantástica a estudar para Direito "	1
"perguntinha... se o dia 21/12/2012 estava escrito no Calendário Maia, o fim do mundo não seria amanhã???????"	1
"Tingueu fe q dema el   anira a competir al Bernabeu..  "	1
" mais uma vez o r7 me deixando bem informado! Parabéns! "	1
"Eu gorda abeça e nego fica me chamando de gostosa!  deboche irônia palhaçada  "	1
"Meu pai e tios falam o mesmo, mas deve ser um complô por parte de nossa família?  sqn"	1
"Bresser-Pereira em entrevista aponta projeto para tirar o Brasil do transe -  Desenvolvimento Economia "	0
"ah, esqueci que devo ser crucificada pelas minhas escolhas alimentares.  :"""	1
"Então a inflação não existe só aqui, né???   "	1
"Economia Nobel da Economia diz que rating de Portugal já não merecia estar acima de…  Em "	0
"Economia Dominação financeira, o caminho ao caos - Clique para ver também ☛  "	0
"Acada um minuto um fã site é fechado !!! palhaçada aconteceucomigo"	1
"a culpa é de quem tem de pagar IRS ainda o não ter feito, não há graveto para reembolsos. "	1
"Nada melhor que morar em um bairro perigoso. Sentir medo de toque de recolher. melhorsensação "	1
"Acabar o treino mais cedo pq pareces uma cascata de sangue é uma maravilha "	1
"to achando q vou ter q voltar a fazer twites com haschtags explicativa "	1
"Queremos dar grazas á xente civíca que deixou así de lindo o xardín das mulleres, que era para goce de tods  "	1
"ECONOMIACOM MEIRELLESDESEMPREGO13.6%PIB?SÓ PLANTAR SOJA Q'A MÁQUINA EMPREGA!MAIS DE 14 MILHÕES DESEMPREGADOSCLT"	0
"Petrobrás inicia venda da Bacia de Solimões, no Amazonas .Veja mais detalhes no site.   Economia Notícias"	0
"  O ponto é: alguém da FSP conseguiu redigir o editorial ou ele foi vazado da PF e devidamente colado no jornal? "	1
"Quanta diversidade política num evento só. rs  "	1
"O dia ta a correr cada vez melhor "	1
"Que vida mas dura... (3).Viñetas Humor Crítica Ironía "	1
"É possível controlar inflação e desemprego ao mesmo tempo? CurvadePhillips Friedman Economia "	0
"MSC Cruzeiros baptiza o maior navio construído por um armador Europeu  economia mundo"	0
" Eu chego a achar meigo . Mas a sério, daria 1 discussão imensa de boteco sobre os pqs desse tipo d manifesto ser uma merda"	1
"Bottas tem problemas"". É tetra! É tetra!  """	1
"Porque é que não criam cadeiras de rodas com pedais, assim quando os teus braços se cansarem podes ir a pedalar!"	1
"Time já tá ótimo e o clima dos jogadores tá demais. Todos felizes.  calado é  um poeta "	1
"Já são 11 milhões de desempregado e a CUT ainda apóia a Dilma..  TchauQuerida"	1
" Caramba. Faltou a hash humor ou . Aí eu perceberia. Ou não.  "	1
"Calculo: Se eu recebesse 1 real de cada pinto que me mandam pela direct  já estaria rica  … "	1
"Eletrobras lança plano para aposentar até 4,6 mil empregados  economia"	0
"RT @O_Capu: Xapramim :*** RT @StefannySantos: @o_capu haeuae A gente fica preocupada, bem no dia do fim do mundo ainda! Hahah Te cuida e quebra tudo! ;D"	1
"Mais de 40 países discutem investimento em Macau finanças economia dinheiro"	0
" Dilma mentindo, q surpresa!  IroniaModoOn"	1
" ne? nao merecia isso "	1
"Capa do dia economia  via "	0
"RT @biason_: ""hahahahahaha fim do mundo hahahahahaha"" NAO TEM GRAÇA PORRA"	1
"telespectador da ESPN já está acostumado ao bordão do profissional Everaldo Marques. É um ridículo bem carregado de ."	1
"'Luis De Guindos, fatuo pero agresivo: por unas décimas de PIB…’ Pedro Costa  Economia "	0
"E amanhã é dia todo de aulas!! "	1
"Economia Brasil Empreendedorismo BNDESO banco disponibiliza na internet, de acordo com ele, as linhas de..."	0
"ta certinho isso ae!  "	1
"segunda-feira é ótima, ainda mas com uma excelente aula  aula chata"	1
"Ela q ficou com a propriedade desprotegida "	1
"Puxa, que bom, pensei que chamariam o Manga...."	1
"Sugiro usar  para alguns postos, é derrota, mas diminui a incidência de malas kkkk "	1
"ELIMINADO da COPA AMÉRICA CENTENÁRIO por uma... MÃO KKKKKKK que  "	1
"só não vou sair hj pq não quero beber , e como não tenho motivos nenhum pra isso (  ) , melhor não ir .."	1
"Eu não vejo comentarista criticando outro da mesma profissão nesse assunto só o jogador é a vítima vcs tão certinhos "	1
"grandissima tecnica  tvoi"	1
" Inclusive: além de pobre é reaça e coxinha. Hahahahaha! "	1
"Fg.. Sintome mm bem"	1
"Felipão dando sopa no mercado. Abre o olho, Palmeiras. "	1
"Desculpa se te ofendi quando te chamei puta....pensava mesmo que já o sabias...."	1
"Economia Costa afirma que 136 mil desempregados serão poupados ao corte do subsídio  Em "	0
"Petrobras reduz preço da gasolinae do diesel nas refinarias  economia"	0
"Com m'agraden les classes de física de 3 hores...  ModoOn"	1
"Feia mais tá aí...Ninguém é perfeito não é...?Irônia... "	1
" Não vai ser a sua caixinha, que vai fazer eu voltar atrás."""""	1
" a julgar pela governabilidade que temos 80 dólares poderão valer muito em alguns meses. "	1
"Dinheiro de pinga.... "	1
"Petrobras rola dívida de R$ 6 bilhõescom Banco do Brasil  economia"	0
" Merecida..! """	1
"Status: admirando como a vida é justa "	1
"  isso nao é quase nada...... ahah  sra vice presidente"	1
"ScusiNonCapisco domani 8aprile alle 21 AchilleBonitoOliva e AndreaZalone conversano ArteContemporanea  musica DavideBandieri"	1
"Mulher que faz arte marcial fica muito masculina""  Olha a  pra provar né  preconceitoidiota"""	1
"ATENÇÃO BRASILEIROS DE BEM!  "	1
"Como assim violência contra a mulher se ninguém nasce mulher? "	1
"Será que é assim? Kkkk  reflection   photography "	1
"Il logorroico Anelante al  tra satira e  danonperdere vieniateatro theatre Rome  "	1
"Anterito para evitar maiores problemas coloque  ou entre parentes para os mais desavisados"	1
"Diretoria incompetente, fora Rodrigo Caetano, Fred Luz, Banana de Melo.  "	1
"Tem gente que não entendeu a ironia... Burro eu, esqueci dá  "	1
"Promoção assim só o Carnaúba faz! Aproveite nossas ofertas de fim de semana :D oferta promocao economia... "	0
"Mas tu não tem tempo?!?! Só tu...."	1
"Aí não dá né meu, esse Temer aí no poder com Golpes  "	1
"VideoShowAoVivo o amor de mae é espetacular, menos qando me faz assitir vcs dois, pq ai ja eh apelaçao!! hahahah  bj mamy te amo"	1
"a ironia deste daviii é algo inexplicável <3 :') LT OEstádioVaiEstarÁsMoscas "	1
"é que o Ministério do Temer é belo, recatado e do lar. Não tem dessas coisas  LutoPelaDemocracia"	1
"Cada vez mais brasileiros largam tudo para começar do zero no exterior  economia"	0
"Petrobras quita dívida de US$ 500 milhões com Citibank  Economia Citibank Petrobras quitaçãodedívida"	0
"Eu odeio dizer que te avisei, mas foda-se, eu te avisei."	1
"Obg pelos snaps de show, adorei saber como foi "	1
"Emirates SkyCargo transporta perto de 100 cavalos por três continentes  economia portugal"	0
"e para uma garota que não gosta muito de rosa ter a cor do seu tema rosa tbm e muita  kkkkkk"	1
"Não é possível alguém com tanta sorte no amor como eu. "	1
"Economia Jornal de Negócios - 2017-05-29 .twitter.com/fBZWLzsAWQ"	0
". Se renunciar, você vai colocar o último prego no caixão PT. Bem-vindo ao PMDB senador!  "	1
"RT @MatheusFlip92: @japinhaf_ Não viaja mew, ta começando o fim do mundo. kkkkkkkkkkkkkkkkkkkk"	1
"tinder? meetic? no dai adesso mi iscrivo qui  "	1
"maná camaincendiada ironía manaitalia   Pescara,… "	1
"Jornalista Pedro Alcântara: O corso de Teresina pode ser o menor do mundo"". """	1
"Meritocracia! Os ancestrais de todos eles certamente trabalharam duro pra ganhar e manter o dinheiro deles!  "	1
"Guerreiro do trouxa brasileiro “:  Arranja um emprego pro Zé Dirceu, coitado. Tá à procura. sqn ”"	1
"Não importa se a natureza está sendo prejudicada... O importante é estar limpo,  neah?!?!   "	1
"E pra relações exteriores esse governo não poderia escolher melhor hein?  "	1
"E o ânimo por aqui oh "	1
"Queria entender essas pessoas vindo conversa comigo, e nem pensam que estou passando pela mesma coisa... "	1
"Engraçado uma youtuber fazendo homenagem aos youtubers kkkkk "	1
" Realmente uma maravilha de país. Doidos são os cubanos que se atiram no mar em balsas precárias p/ fugir do paraíso! "	1
"ECONOMIA//&O  INSTITUCIONAR ELEIÇÕES IMEDIATA DEMOCRÁTICA A TODOS POR UM NOVO BRASILDiretasJÁ!"	0
" : A LavaJato devia ganhar o Oscar na categoria de melhor Teoria da Conspiração. Quanto trabalho pra inventar tanta coisa..."	1
"Que tal pregar o que o povo quer ouvir e depois dar conta de todas as almas que irem pro inferno por causa da sua pregação? "	1
"PANAM POST: PanAm Podcast: China, de la miseria comunista a la segunda economía mundial "	0
"Economia Jornal de Negócios - 2017-05-24 .twitter.com/f3LezG9A9Z"	0
"culpa do Tite? "	1
"Esse video da música Parara Tibum ta idescente kkkkkkkk  "	1
